ETH,"Ethereum’s 5th wave target zone has been reached. Daily EWP, RSI and Fibonacci-based target zone are shown.",POSITIVE,0.8746117949485779,https://finance.yahoo.com/news/ethereum-high-fly-183347298.html
ETH,"Decentralised finance, also known as DeFi, is booming. Decentralised finance, also known as DeFi, is booming",POSITIVE,0.9995632171630859,https://uk.finance.yahoo.com/news/bitcoin-ethereum-blockchain-cryptocurrencies-decentralised-finance-what-is-de-fi-102623503.html
ETH,"Ethereum ends the week up by 33.07%, Litecoin up 44.30%.",NEGATIVE,0.940664529800415,https://finance.yahoo.com/news/ethereum-litecoin-ripple-xrp-daily-003743827.html
ETH,"Ethereum has gained more than 436% this year. Bitcoin has fallen below $20,000 for the first time since December",NEGATIVE,0.9982873797416687,https://finance.yahoo.com/video/ethereum-surpasses-4-000-amid-155027064.html
ETH,Second-largest crypto is up four-fold in 2021 vs. Bitcoin. Wedbush sees crypto boom playing out for next decade,POSITIVE,0.6359983086585999,https://finance.yahoo.com/news/bitcoin-vs-ethereum-crypto-better-003034363.html
ETH,Ether’s daily trading volume jumped to $2.7 billion in 2021.,NEGATIVE,0.6294976472854614,https://finance.yahoo.com/news/why-ethereum-rise-143638663.html
ETH,"Ethereum breaks $500bn market cap, up 4.7%. Tesla users vote on whether to use dogecoin",NEGATIVE,0.9836757779121399,https://finance.yahoo.com/news/bitcoin-ethereum-dogecoin-elon-musk-cryptocurrencies-prices-12-may-083700636.html
ETH,Digital asset has already soared more than 400% this year. Kaspar says network to adopt more efficient proof of stake model,POSITIVE,0.9961393475532532,https://finance.yahoo.com/news/crypto-analyst-who-nailed-ethereum-climb-says-10000-is-next-204306727.html
ETH,"Kevin Simpson, Founder and Chief Investment Officer at Capital Wealth Planning.",POSITIVE,0.9861441850662231,https://finance.yahoo.com/video/ethereum-won-t-put-bitcoin-173325638.html
ETH,Digital asset is up more than 360% in 2021 vs. Bitcoin’s 100% gain this year.,POSITIVE,0.7988760471343994,https://finance.yahoo.com/news/two-very-real-reasons-ethereum-162354486.html
